Engagement	Location	Date	Result	Side 1	Leaders 1	Strength 1	Casualties 1	Side 2	Leaders 2	Strength 2	Casualties 2	Wikipedia Link
Invasion of Tulagi (May 1942)	Tulagi and Gavutu Islands, Solomon Islands	3–4 May 1942	Japanese victory	{{flag|United States|1912}}	{{flagicon|United Kingdom}}	1 aircraft carrier, 3 cruisers, 4 destroyers,58 aircraftref name = "Okinoshima"Hackett, ''CombinedFleet.com'', "IJN Minelayer OKINOSHIMA: Tabular Record of Movement."&lt;/ref&gt;	4 aircraft destroyedrefCressman, pp. 91&#8211;4.&lt;/ref&gt;refMcCarthy, p. 80.&lt;/ref&gt;refLundstrom, p. 149.&lt;/ref&gt;refLord, pp. 10&#8211;1.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	2 destroyers,5 Minesweeper (ship)|minesweepers,2 minelayers,1 transport ship,2 subchasers,6 aircraft,400–500 troopsref name="Death"D'Albas, ''Death of a Navy'', p. 110.&lt;/ref&gt;refHackett, ''Combinedfleet.com''.&lt;/ref&gt;refJersey, ''Hell's Islands'', p. 58&#8211;60.&lt;/ref&gt;	1 destroyer,3 minesweepers sunk,2 minelayers,1 destroyer damaged,1 transport damaged,5–6 aircraft destroyed,87 killedrefHackett, ''CombinedFleet.com'', "IJN Minelayer OKINOSHIMA: Tabular Record of Movement," and IJN Seaplane Tender KIYOKAWA MARU: Tabular Record of Movement." Aircraft losses included two to four F1M2 "Petes" and one or two E8N2 "Daves" from ''Kiyokawa Maru'' and ''Kamikawa Maru''.&lt;/ref&gt;ref name = "Gill44"Gill, ''Royal Australian Navy'', p. 44.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Invasion_of_Tulagi_(May_1942)
Battle of Midway	{{Coord|28|12|N|177|21|W|type:event_region:UM|display|=|inline,title}}	4–7 June 1942	Decisive American victory	{{Flag|United States|1912}}	Chester W. Nimitz Frank Jack Fletcher Raymond Spruance	3 Aircraft carrier|carriers7 heavy cruisers1 light cruiser15 destroyers 233 carrier-based aircraft127 land-based aircraft16 submarinesref{{Harvnb|Blair|1975|p=240 map}} &lt;!--Could say there are 18, counting ''Greenling'' &amp; ''Porpoise''.--&gt;&lt;/ref&gt;	1 carrier sunk1 destroyer sunk~150 aircraft destroyed307 killedref{{cite web|url=http://ibiblio.org/hyperwar/USN/USN-CN-Midway/USN-CN-Midway-13.html#our |title=The Battle of Midway |publisher=Office of Naval Intelligence}}&lt;/ref&gt; including 3 killed as prisoners	{{Flagcountry|Empire of Japan}}	Isoroku Yamamoto Nobutake Kondō Chūichi Nagumo	4 carriers2 battleships2 heavy cruisers1 light cruiser12 destroyers248 carrier-based aircraftref{{Harvnb|Parshall|Tully|2005|pp=90&#8211;91}}&lt;/ref&gt;16 floatplanes Did not participate in battle:2 light carriers5 battleships4 heavy cruisers2 light cruisers~35 support ships	4 carriers sunk1 heavy cruiser sunk1 heavy cruiser damaged248 aircraft destroyedref{{Harvnb|Parshall|Tully|2005|p=524}}&lt;/ref&gt;3,057 killedref name="ParTulcas" 37 capturedref name="NavalHistory2015"	https://en.wikipedia.org/wiki/Battle_of_Midway
Invasion of Buna–Gona	Buna, Papua New Guinea|Buna–Gona area, Oro Province, Territory of Papua	21–27 July 1942	Japanese victory	{{flag|Australia}}	{{flagicon|Australia}}	~ 100	6 killed	{{flag|Empire of Japan}}	{{flagicon|Empire of Japan}}	4,057	1 transport ship sunk1 transport ship damaged1 destroyer damaged	https://en.wikipedia.org/wiki/Invasion_of_Buna–Gona
Kokoda Track campaign	Territory of Papua	21 July – 16 November 1942	Allied victory	{{flag|Australia}}	{{Flagicon|USA|1912}}	{{sfn|McCarthy |1959|p|=|234}}	{{sfn|McCarthy|1959|pp|=|334–335}}	{{flagcountry|Empire of Japan}}	{{Flagicon|Empire of Japan|army}}	{{sfn|McCarthy|1959|p|=|146}}	{{sfn|Williams|2012|p|=|235}}	https://en.wikipedia.org/wiki/Kokoda_Track_campaign
Battle of Milne Bay	Milne Bay, Territory of Papua	{{start date|1942|8|25|df|=|y}}	Allied victory	{{plainlist |* |flag|Australia|* |flag|United States|1912|  }}	{{plainlist |* |flagicon|Australia| Cyril Clowes  }}	{{sfn|Coulthard-Clark|1998|p|=|227}}	{{plainlist |* 167 killed or missing* 206 wounded|sfn|Coulthard-Clark|1998|p|=|229|   }}	{{plainlist |* |flagcountry|Empire of Japan|  }}	{{plainlist |* Gunichi Mikawa* Masajiro Hayashi* Minoru Yano  }}	{{sfn|Tanaka|1980|p|=|27}}	{{plainlist |* 625 killed|sfn|Bullard|2007|p|=|153|* 311 wounded|sfn|Tanaka|1980|p|=|27|  }}	https://en.wikipedia.org/wiki/Battle_of_Milne_Bay
Guadalcanal Campaign	Guadalcanal, British Solomon Islands	{{Age in years, months, weeks and days|month1|=|08|day1|=|07|year1|=|1942|month2|=|02|day2|=|09|year2|=|1943}}	Strategic Allied victory* Beginning of Allied Offensive Operations in the Pacific	{{plainlist|*|flag|United States|1912|*|flag|Australia|*|flag|New Zealand|*|flag|United Kingdom|*|flagicon image|Flag of the Solomon Islands (1906-1947).svg| British Solomon Islands#World War II|British Solomon Islands|ref|Zimmerman, pp. 173–175 documents the participation by native Solomon Islanders in the campaign http://www.ibiblio.org/hyperwar/USMC/Guadalcanal/USMC-M-Guadalcanal-C.html].||*|flagicon|Fiji|colonial| Colonial Fiji|Colony of Fiji|ref|Jersey, pp. 356–358. Assisting the Americans in the latter stages of campaign were Fijiian commandos led by officers and non-commissioned officers from the New Zealand Expeditionary Force.||*|flag|Tonga|ref|{{cite web | url=http://www.cpf.navy.mil/news.aspx/000101 | title=Mullen Thanks Tonga for Steadfast Support | publisher=U.S. Navy | date=9 November 2010 | accessdate=19 August 2016 | author=Garamone, Jim}}||}}	{{flagicon|United States|1912}}	60,000 men (ground forces)refFrank, pp. 57, 619&#8211;621; and Rottman, p. 64. Approximately 20,000 U.S. Marines and 40,000 U.S. Army troops were deployed on Guadalcanal at different times during the campaign.&lt;/ref&gt;	7,100 dead 7,789+ woundedrefhttp://www.mcu.usmc.mil/historydivision/Pages/Frequently_Requested/Marines_in_WWII/Guadalcanal.aspx The USMC History Division] states that the US ground forces (Army and Marine Corps) suffered 4,709 total wounded. Marine air units add another 127 to this figure. Frank pg. 644 notes that the Bureau of Personnel, World War II Casualty List, Books 2 and 3, Naval Historical Center, Washington, D.C. lists US Navy wounded over the course of the campaign as 2,953, but this number appears to be an understatement.&lt;/ref&gt; 4 captured29 ships lost615 aircraft lostrefFrank, pp. 598&#8211;618; and Lundstrom, p. 456. 85 Australians were killed in the Battle of Savo Island. Total Solomon Islander deaths are unknown. Most of the rest, if not all, of those killed were American. Numbers include personnel killed by all causes including combat, disease, and accidents. Losses include 1,768 dead (ground), 4,911 dead (naval), and 420 dead (aircrew). Four U.S. aircrew were captured by the Japanese during the Battle of the Santa Cruz Islands and survived their captivity. An unknown number of other U.S. ground, naval, and aircrew personnel were, according to Japanese records, captured by Japanese forces during the campaign but did not survive their captivity and the dates and manners of most of their deaths are unknown (Jersey, pp. 346, 449). Captured Japanese documents revealed that two captured Marine scouts had been tied to trees and then vivisected while still alive and conscious by an army surgeon as a medical demonstration (Clemens, p. 295). Ships sunk includes both warships and "large" auxiliaries. Aircraft destroyed includes both combat and operational losses.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	36,200 men (ground forces)refRottman, p. 65. 31,400 men Imperial Japanese Army and 4,800 men Imperial Japanese Navy troops were deployed to Guadalcanal during the campaign. Jersey claims that 50,000 total Japanese army and navy troops were sent to Guadalcanal and that most of the original naval garrison of 1,000&#8211;2,000 men was successfully evacuated in November and December 1942 by Tokyo Express warships (Jersey, pp. 348&#8211;350).&lt;/ref&gt;	19,200 dead*8,500+ killed in actionrefCowdrey (1994) pg. 71, ''"Of the 19,200 dead, only 8,500 were 'killed in actual combat,' the majority perishing by malnutrition, malaria, diarrhea, and beriberi."'' Naval personnel deaths both on land and at sea are not factored into this total.&lt;/ref&gt;1,000 captured38 ships lost683–880 aircraft lostrefFrank, pp. 598&#8211;618, Shaw, p. 52, and Rottman, p. 65. Numbers include personnel killed by all causes including combat, disease, and accidents. Losses include 24,600&#8211;25,600 dead (ground), 3,543 dead (naval), and 2,300 dead (aircrew). Most of the captured personnel were Korean slave laborers assigned to Japanese naval construction units. Ships sunk includes warships and "large" auxiliaries. Aircraft destroyed includes both combat and operational losses.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Guadalcanal_Campaign
Battle of Tulagi and Gavutu–Tanambogo	Tulagi and Gavutu in the Solomon Islands	7–9 August 1942	Allies of World War II|Allied victory	{{flag|United States|1912}}	{{flagicon|USA|1912}}	3,000refFrank, ''Guadalcanal'', p. 51.&lt;/ref&gt;	122 killed,200 wounded refFrank, ''Guadalcanal'', p. 79.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	886refFrank, ''Guadalcanal'', p. 50.&lt;/ref&gt;	863 killed,20 capturedrefFrank, ''Guadalcanal'', p. 78&#8211;79.  15 of those captured were Korean laborers, not Japanese military troops.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Tulagi_and_Gavutu–Tanambogo
Battle of Savo Island	{{coord |9|8|0|S|159|49|0|E| type:isle|display |=| inline,title |name |=|Savo Island}}	August 8–9, 1942	Japanese victory	{{flag|United States|1912}}	{{flagdeco|United States Navy}}	{{rp |100–1}}	{{rp |121}}	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	{{rp |100}}	{{rp |117}}	https://en.wikipedia.org/wiki/Battle_of_Savo_Island
Makin Island raid	Butaritari (Makin Island) in the Pacific Ocean	17–18 August 1942	U.S. tactical victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	211 2nd Marine Raider Battalion	19 killed9 captured (executed later)2 missing17 wounded	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	{{citation needed|date|=|December 2014}}	46 killed2 flying boats destroyed2 small boats sunkref(Morison, ''Coral Sea, Midway, and Submarine Actions'', p. 235&#8211;241).&lt;/ref&gt;	https://en.wikipedia.org/wiki/Makin_Island_raid
Battle of the Tenaru	Guadalcanal (Pacific Ocean island)|Guadalcanal in the Solomon Islands	August 21, 1942	Allies of World War II|Allied victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	3,000refSmith, ''Bloody Ridge'', pp. 14&#8211;15, Jersey, ''Hell's Islands'', p. 209. There were approximately 900 Marines in each of the three participating battalions plus additional support troops such as the special weapons unit and the divisional artillery.&lt;/ref&gt;	41–44 killedrefSmith, ''Bloody Ridge'', p. 71. Smith says 38 were killed in the battle in addition to the three killed in the Brush patrol.&lt;/ref&gt;refFrank, ''Guadalcanal'', p. 156 &amp; 681. Frank says 41 were killed in the battle in addition to the three killed in the Brush patrol.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|army}}	917refFrank, ''Guadalcanal'', p. 147 &amp; 681.&lt;/ref&gt;	774–777 killed,15 capturedrefSmith, ''Bloody Ridge'', p. 73. Smith says 128 of the original 917 total complement of the 1st echelon survived, meaning 774 were killed after subtracting the 15 captured from the total lost in the battle.&lt;/ref&gt;refFrank, ''Guadalcanal'', p. 156 &amp; 681. Frank says 777 were killed.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_the_Tenaru
Battle of the Eastern Solomons	North of Santa Isabel Island|Santa Isabel, Solomon Islands	24–25 August 1942	American victory	{{flagu|United States|1912}}	{{flagicon|USA|1912}}	2 fleet aircraft carrier|carriers, 1 battleship, 4 cruisers, 11 destroyers, 176 aircraftrefFrank, ''Guadalcanal'', 166&#8211;174. The U.S. carriers present for the battle carried 154 aircraft, 22 more fighter or attack aircraft of the Cactus Air Force were located at Henderson Field on Guadalcanal. The "176" number doesn't include B-17s based at Espiritu Santo or PBY Catalinas based in the Santa Cruz Islands.&lt;/ref&gt;	1 carrier heavily damaged, 20 aircraft destroyed,90 killedrefLundstrom, ''Guadalcanal Campaign'', 159. Total U.S. aircraft losses included 8 Wildcats, 2 SBDs, and 6 TBFs from Saratoga and Enterprise, 3 Wildcats from Henderson Field  and 1 B-17 from Espiritu Santo.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	2 fleet carriers,1 Light aircraft carrier|light carrier,2 battleships,16 cruisers,25 destroyers,1 seaplane tender,4 patrol boats,3 ship transport|transports,171–177 aircraftrefFrank, ''Guadalcanal'', 166&#8211;174 (171 aircraft) and Lundstrom, ''Guadalcanal Campaign'', 106 (177 aircraft). This number doesn't include Japanese aircraft based at Rabaul or scout aircraft from the Japanese battleships, cruisers, and seaplane tender ''Chitose'' or Japanese aircraft based elsewhere in the Solomon Islands.&lt;/ref&gt;	1 light carrier,1 destroyer,1 transport sunk,1 light cruiser,1 seaplane tender heavily damaged,75 aircraft destroyed,290+ killedrefFrank, ''Guadalcanal'', 191&#8211;193, Peattie, p. 180 &amp; 339. No known records exist that record the losses from the sinking of ''Kinryu Maru'' and damage to {{Ship|Japanese aircraft carrier|Chitose||2}}, and other Japanese ships. However, known casualties are: 120 killed on {{Ship|Japanese aircraft carrier|Ry&#363;j&#333;||2}}, 40 on {{Ship|Japanese destroyer|Mutsuki||2}}, 24 on ''Jintsu'' (Parshall, http://www.combinedfleet.com/jintsu_t.htm]), six on {{Ship|Japanese aircraft carrier|Sh&#333;kaku||2}}, and 61 aircrew members. Total Japanese aircraft losses included 33 Zeros, 23 Vals, eight Kates, seven float planes (scouts), one Betty bomber, two Kawanishi H8K|Emilys, and one Kawanishi H6K|Mavis. Of the aircrew losses, 27 were from ''Shokaku'', 21 from ''Zuikaku'', and 13 from ''Ry&#363;j&#333;''.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_the_Eastern_Solomons
Battle of Edson's Ridge	Guadalcanal, Solomon Islands	12–14 September 1942	Allies of World War II|Allied victory	{{flag|United States|1912}}	{{flagicon|USA|1912}}	12,500refMorison, ''Struggle for Guadalcanal'', p. 15. Number reflects total Allied forces on Guadalcanal, not necessarily the number directly involved in the battle. 11,000 troops were landed initially and three battalions (about 1,500 troops) were moved to Guadalcanal from Tulagi later.&lt;/ref&gt;	59 killed or missing, 204 wounded	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan}}	6,217refFrank, ''Guadalcanal'', p. 245. Number reflects the total Japanese forces under Kawaguchi's command on Guadalcanal, not necessarily the number actually involved in the battle.&lt;/ref&gt;	700–850 killedrefSmith, ''Bloody Ridge'', p. 184 &amp; 194 and Frank, ''Guadalcanal'', p. 245.&lt;/ref&gt;, ~500 wounded	https://en.wikipedia.org/wiki/Battle_of_Edson's_Ridge
Actions along the Matanikau	Guadalcanal, Solomon Islands	23–27 September and 6–9 October 1942	September action: Empire of Japan|Japanese victory;October action: United States victory	{{flagu|United States|1912}}	Alexander Vandegrift,Merritt A. Edson,Chesty Puller,Samuel B. GriffithHerman H. Hanneken	3,000ref2,100 were involved in the September action.  Frank, ''Guadalcanal'', p. 271. Number estimated by adding the reported strength of the 1st Battalion, 7th Marines (900) to the estimated strengths of the 2nd Battalion, 5th Marines (600) and 1st Raider Battalion (600).&lt;/ref&gt;	156 killedref91 were killed in the September action and 65 in the October action.  Smith, ''Bloody Ridge'', p. 213. Frank (''Guadalcanal'', p. 274) says 60 were killed.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	Harukichi Hyakutake,Kiyotake Kawaguchi,Akinosuke Oka,Masao Maruyama (Japanese Army officer)|Masao Maruyama,Yumio Nasu	2,000refPeatross, ''Bless 'em All'', p. 112&lt;/ref&gt;refZimmerman, ''The Guadalcanal Campaign'', p. 101&lt;/ref&gt;refSmith, ''Bloody Ridge'', p. 204.&lt;/ref&gt;	750 killedrefBetween 30 and 60 were killed in the September action. Smith, ''Bloody Ridge'', pp. 206 and 213.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Actions_along_the_Matanikau
Battle of Cape Esperance	Near Cape Esperance and Savo Island, Guadalcanal	11–12 October 1942	American victory	{{flag|United States|1912}}	{{flagicon|United States|1912}}	4 cruisers5 destroyers	1 destroyer sunk1 cruiser damaged1 destroyer damaged163 killedrefFrank, ''Guadalcanal'', p. 310. Breakdown of U.S. deaths are: ''Boise''- 107, ''Duncan''- 48, ''Salt Lake City''- 5, and ''Farenholt''- 3.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Japan|naval}}	3 cruisers2 destroyers,reinforcement convoy (indirectly involved):6 destroyers,2 seaplane tenders	1 cruiser sunk1 destroyer sunk1 cruiser damaged341–454 killed111 capturedrefFrank, ''Guadalcanal'', p. 309. Frank breaks down the Japanese deaths as follows: ''Furutaka''- 258, ''Aoba''- 79, ''Fubuki''- 78 (with 111 captured), ''Murakumo''- 22, and ''Natsugumo''- 17.  Hackett says 80 were killed on ''Aoba'' in addition to Got&#333; and 33 were killed and 110 missing on ''Furutaka''.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Cape_Esperance
Battle for Henderson Field	{{coord|9|26|51|S|160|2|56|E|type:airport|name|=|Henderson's Airfield|display|=|inline,title}}	23—26 October 1942	Allied victory	{{flagicon|United States|1912|size|=|22px}}	{{flagicon|United States|1912}}	23,088refMiller, ''Guadalcanal: The First Offensive'', p. 143 and Frank, ''Guadalcanal'', p. 338. Number reflects total Allied forces on Guadalcanal, not necessarily the number directly involved in the battle. 4,500 more American troops defended Tulagi.&lt;/ref&gt;	61–86 killed,1 tugboat,1 patrol boat sunk,3 aircraft destroyedref name ="Hough Pearl 337"ref name="Frank Guadalcanal 364-5"Frank, ''Guadalcanal'', pp. 364&#8211;65. About 200 U.S. troops were wounded. Casualty figures from various official U.S. military records differ somewhat from each other.&lt;/ref&gt;	{{flagicon|Empire of Japan|size|=|22px}}	{{flagicon|Empire of Japan}}	20,000refHough, ''Pearl Harbor to Guadalcanal'', p. 323, Miller, ''Guadalcanal: The First Offensive'', p. 139. 5,000 were present on the island after the Battle of Edson's Ridge and 15,000 more were delivered between that time and October 17.&lt;/ref&gt;	2,200–3,000 killed,1 cruiser sunk,14 aircraft destroyedrefFrank, ''Guadalcanal'', p. 365. U.S. 1st Marine Division official history estimates 2,200 Japanese were killed but Frank states that that number, "is probably below the actual total." Rottman, ''Japanese Army'', p. 63, says 3,000 Japanese were killed.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_for_Henderson_Field
Battle of the Santa Cruz Islands	Santa Cruz Islands, Solomon Islands	25–27 October 1942	Japanese tactical victory, American strategic victory	{{flag|United States|1912}}	William Halsey, Jr., Thomas C. Kinkaid	2 carriers, 1 battleship, 6 cruisers, 14 destroyers, 136 aircraftrefFrank, ''Guadalcanal'', p. 373. Breakdown of aircraft by type: 63 Grumman F4F Wildcats, 47 Douglas SBD Dauntless, and 26 Grumman TBF Avengers. The "136" number doesn't include Boeing B-17 Flying Fortresses based at Espiritu Santo (who played a small part in the battle) or any seaplanes in the area.&lt;/ref&gt;	1 carrier sunk,1 destroyer sunk,1 carrier heavily damaged,2 destroyers heavily damaged,81 aircraft destroyed,266 deadrefFrank, ''Guadalcanal'', p. 401 and Lundstrom, ''Guadalcanal Campaign'', p. 456. Breakdown of deaths: ''Hornet'' 118, ''Enterprise'' 44, ''Smith'' 57, ''Porter'' 15, ''Pensacola'' 3, ''South Dakota'' 2, ''Morris'' 1, and 22 aircrew.  Four U.S. aircrew members were captured by the Japanese. Total U.S. aircraft losses included 32 Wildcats, 31 SBDs, and 18 TBFs.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	Nobutake Kondō, Chūichi Nagumo	3 fleet carriers, 1 light carrier,4 battleships,ref''Kong&#333;'', ''Haruna'', ''Hiei'', ''Kirishima''. See {{cite web |url=http://www.navweaps.com/index_oob/OOB_WWII_Pacific/OOB_WWII_Santa-Cruz.htm |title=Order of Battle - Battle of the Santa Cruz Islands |accessdate=21 September 2009}}&lt;/ref&gt; 10 cruisers, 22 destroyers,  199 aircraftrefFrank, ''Guadalcanal'', p. 373.  Breakdown of aircraft by type: 87 A6M Zeros, 68 Aichi D3A dive bombers, 57 Nakajima B5N torpedo bombers, and one Yokosuka D4Y command and control aircraft.&lt;/ref&gt;	1 carrier heavily damaged,1 light carrier heavily damaged,1 cruiser heavily damaged,99 aircraft destroyed400–500 deadrefFrank, ''Guadalcanal'', pp. 400&#8211;401; Peattie, pp. 180, 339; and Lundstrom, ''Guadalcanal Campaign'', p. 454. Japanese deaths from damage to ''Zuih&#333;'' aren't known. Known Japanese deaths are: 60 on ''Sh&#333;kaku'', 190 on ''Chikuma'', seven on ''Teruzuki'', and 148 aircrew. Total Japanese aircraft losses included 27 Mitsubishi A6M Zeros, 40 dive bombers, 29 torpedo bombers, and 1 Yokosuka D4Y. The aircrew losses included 55 from ''Sh&#333;kaku'', 57 from ''Zuikaku'', 9 from ''Zuih&#333;'', and 27 from ''Juny&#333;''.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_the_Santa_Cruz_Islands
Matanikau Offensive	Guadalcanal, Solomon Islands	1–4 November 1942	United States victory	{{flag|United States|1912}}	Alexander Vandegrift,Merritt A. Edson	4,000refNumber estimated by adding the numbers of six battalions (500 men each) to the 800 troops from the augmented Whaling Group battalion, and rounding up to account for support units involved. This is the number most likely actually engaged in the battle, not the total number of Allied troops on Guadalcanal, which at this time numbered over 20,000.&lt;/ref&gt;* 1st Marine Division (United States)|1st Marine Division* 2nd Marine Regiment (United States)|2nd Marine Regiment* 23rd Infantry Division (United States)|Americal Division	71 killedrefGriffith, Battle for Guadalcanal'', p. 223.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{KIA}}	1,000refNumber estimated by counting the reported half strength of the 4th Infantry Regiment (Imperial Japanese Army)|4th Infantry Regiment (about 800 troops) plus the 200 or so more rear-area support troops sent into the battle as it was going on.&lt;/ref&gt;	400 killedrefFrank, ''Guadalcanal'', p. 416 &amp; 724.  The U.S. counted 239 bodies in the Point Cruz pocket and Frank adds that Japanese records record the total number of deaths for the entire operation as 410 although some of these may have occurred shortly before the operation commenced.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Matanikau_Offensive
Koli Point action	Guadalcanal, Solomon Islands	3–12 November 1942	Allied victory	{{flag|United States|1912}}	Alexander Vandegrift,William H. Rupertus,Edmund Sebree|Edmund B. Sebree	3,500refEstimate based by summing the number of troops from the four battalions involved, plus additional support troops. A battalion normally consisted of 500&#8211;1,000 troops but the U.S. Marine and Army battalions on Guadalcanal had, by this time, been reduced by combat casualties, tropical disease, and operational accidents. This number represents the actual number directly involved in the battle, not the total number of Allied troops on Guadalcanal, which numbered almost 25,000.&lt;/ref&gt;*7th Marine Regiment (United States)|7th Marine Regiment*164th Infantry Regiment (United States)|164th Infantry Regiment	40 killedrefGriffith, ''Battle for Guadalcanal'', p. 223&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	Harukichi Hyakutake,Toshinari Shōji	2,500–3,500refFrank, ''Guadalcanal'', p. 423 says 3,500, Griffith, ''Battle for Guadalcanal'', p. 216, says 2,500. The total number of Japanese troops on Guadalcanal at this time was around 20,000,&lt;/ref&gt;	450+ killedrefGriffith, ''Battle for Guadalcanal'', p. 223, Miller, ''Guadalcanal'', p. 200.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Koli_Point_action
Carlson's patrol	Guadalcanal in the Solomon Islands	6 November &ndash; 4 December 1942	Allies of World War II|Allied victory	{{flag|United States|1912}}	{{Plainlist|* Alexander Vandegrift* Evans Carlson}}	{{nowrap|2nd Marine Raider Battalion}}	{{flagicon|United States|1912}}	{{flagcountry|Empire of Japan|name|=|Imperial Japan}}	{{Plainlist|* Harukichi Hyakutake* Toshinari Shōji}}	2,500ref name="Hammel"Hammel, ''Guadalcanal'', pp. 143&#8211;144, Hough, ''Pearl Harbor to Guadalcanal'', pp. 349&#8211;350, Shaw, ''First Offensive'', p. 42, Griffith, ''Battle for Guadalcanal'', pp. 219 and 223, Miller, ''Guadalcanal'', pp. 198&#8211;200, Frank, ''Guadalcanal'', pp. 422&#8211;423, Zimmerman, ''Guadalcanal Campaign'', pp. 138&#8211;141, and Jersey, ''Hell's Islands'', pp. 298&#8211;299 and 305.&lt;/ref&gt;	488 killedref name="Peatross_2"Peatross, ''Bless 'em All'', p. 168, Smith, ''Carlson's Raid'', p. 203, Hoffman, ''Long Patrol''.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Carlson's_patrol
Naval Battle of Guadalcanal	Guadalcanal, Solomon Islands	12–15 November 1942	Strategic American victory	{{flag|United States|1912}}	{{flagicon|USA|1912|size|=|25px}}	1 aircraft carrier|carrier2 battleships2 heavy cruisers 3 light cruisers12 destroyers	'''First phase (13 Nov):'''2 light cruisers4 destroyers'''Second phase (14/15 Nov):'''3 destroyers'''Plus (13–15 Nov):'''36 aircraftfor a total of 1,732 killedrefFrank, ''Guadalcanal'', p.&amp;nbsp;490; and Lundstrom, ''Guadalcanal Campaign'', p.&amp;nbsp;523.&lt;/ref&gt;	{{flagcountry|Empire of Japan}}	{{flagicon|Empire of Japan|naval}}	2 battleships6 heavy cruisers4 light cruisers16 destroyers11 transports	'''First phase:'''1 battleship1 heavy cruiser2 destroyers7 transports'''Second phase:'''1 battleship1 destroyer4 transports (beached first)'''Plus:'''64 aircraftfor a total of 1,900 killed (exclusive of transport losses)refFrank, ''Guadalcanal'', p.&amp;nbsp;490. Frank's breakdown of Japanese losses includes only 450&amp;nbsp;soldiers on the transports, "a figure no American flier would have believed", p.&amp;nbsp;462, but cites Japanese records for this number. &lt;br /&gt;Miller, in http://www.history.army.mil/books/wwii/GuadC/gc-07.htm  ''Guadalcanal: The First Offensive'' (1948)], cites "USAFISPA, Japanese Campaign in the Guadalcanal Area, 29&#8211;30, estimates that 7,700&amp;nbsp;troops had been aboard, of whom 3,000&amp;nbsp;drowned, 3,000&amp;nbsp;landed on Guadalcanal, and 1,700 were rescued." Frank's number is used here instead of Miller. Aircraft losses from Lundstrom, ''Guadalcanal Campaign'', p.&amp;nbsp;522.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Naval_Battle_of_Guadalcanal
Battle of Tassafaronga	off Tassafaronga, Guadalcanal	November 30, 1942	Japanese victory	{{flag|United States|1912|size|=|23px}}	{{flagicon|United States Navy|1912}}	5 cruisers,, 4 destroyers	1 cruiser sunk,, 3 cruisers heavily damaged,, 395 killedrefFrank, p. 516.  Crenshaw, p. 99, quotes a report by Chester Nimitz stating that 398 men and 19 officers were killed in the battle.&lt;/ref&gt;	{{flagcountry|Empire of Japan|size|=|23px}}	Raizo Tanaka	8 destroyers	1 destroyer sunk,, 197 killedrefNevitt, Allyn D., http://www.combinedfleet.com/takana_t.htm Combinedfleet.com: IJN ''Takanami''], accessed April 2, 2008. Dull, p. 265; Evans, pp. 202&#8211;203; Kilpatrick, p. 146; Frank, p. 513.  Of ''Takanami's'' crew, Frank says 33 survived and Kilpatrick says 26 were captured by the Americans.  Dull says 211 of the crew died.&lt;/ref&gt;	https://en.wikipedia.org/wiki/Battle_of_Tassafaronga
